PRODUCTNAME;DESCRIPTION;IMGURL;PRICE;CODE;SLEVA;KATEGORIE;PARAMETRY;AKCE;DOPORUCUJEME;DAREK;MATERIAL;DOSTUPNOST;STANDARD_PRICE;ROZMERY;BARVY
ratanová pohovka FITSCHI - světlá;Ratanová pohovka FITSCHI ve světlém provedení. Skladem vám nabízíme ratanovou pohovku v odstínu světlý med. Velmi pohodlné sezení poskytují sedáky po celém obvodu sedací i opěrné plochy. U této ratanové pohovky si můžete vybrat z více variant látek na kvalitních polstrech, které jsou pro nás vyráběny v České republice. U látek zvaných KEPR je příplatek 100 Kč.. Nákup ratanové pohovky uskutečníte vstupem do sekce VARIANTY a následným vložením vámi vybraného polstrování do nákupního košíku.;/nabytek_doplnky/nahledy/S005Sc-FITSCHI-K101-ratanova-pohovka-svetla-obrazek1.jpg, /nabytek_doplnky/nahledy/S005Sc-FITSCHI-K178-ratanova-pohovka-svetla-obrazek1.jpg, /nabytek_doplnky/nahledy/S005Sc-FITSCHI-L11-ratanova-pohovka-svetla-obrazek1.jpg, /nabytek_doplnky/nahledy/S005Sc-FITSCHI-L15-ratanova-pohovka-svetla-obrazek1.jpg, /nabytek_doplnky/nahledy/S005Sc-FITSCHI-L16-ratanova-pohovka-svetla-obrazek1.jpg, /nabytek_doplnky/nahledy/S005Sc-FITSCHI-L28-ratanova-pohovka-svetla-obrazek1.jpg, /nabytek_doplnky/nahledy/s005sc-fitschi-l19-ratanova-pohovka-svetla-obrazek1.jpg, /nabytek_doplnky/nahledy/S005Sc-FITSCHI-L20-ratanova-pohovka-svetla-obrazek1.jpg, /nabytek_doplnky/nahledy/s005sc-fitschi-k5-ratanova-pohovka-svetla-obrazek1(1).jpg;1694;S005Sc;;ratanová křesla a ratanové pohovky;šířka pohovky (vnější) 120 cm výška sedu s polstrem 47 cm výška opěradla 78 cm maximální nosnost 100 kg (1 osoba) odstín světlý ořech;0;0;0;Ratan;2 až 3 týdny;0;;
ratanové křeslo SARAH - světlé;Ratanové křeslo , mořené a lakované do světlého odstínu - s vysokou opěrkou zad nabízí velmi pohodlné sezení . Součástí ratanového křesla je polstrování barvy bílé. POSLEDNÍ KUS!;/nabytek_doplnky/nahledy/S036Sb-SARAH-ratanove-kreslo-svetle-obrazek1-2.jpg, /nabytek_doplnky/nahledy/S036Sb-SARAH-ratanove-kreslo-svetle-obrazek2-1.jpg, /nabytek_doplnky/nahledy/S036S-SARAH-ratanova-sedaci-souprava-svetla-detail-obrazek1-1.jpg;3025;S036Sb;;ratanová křesla a ratanové pohovky;šířka křesla (vnější) 76 cm šířka křesla (vnitřní) 66 cm výška sedu s polstrem 45 cm výška opěradla 103 cm maximální nosnost 120 kg odstín světlý - olše;0;0;0;Ratan;2 až 3 týdny;0;;
ratanový obývací stolek UNIVERSAL - světlý;Ratanový obývací stolek UNIVERSAL ve světlém přírodním odstínu - světlý med. Ratanový obývací stolek můžete kombinovat s ratanovými křesly z naší nabídky ratanového nábytku. K ratanovému obývacímu stolku vám dodáme skleněnou desku obdélnikového tvaru.;/nabytek_doplnky/nahledy/s037s-universal-ratanvy-stolek-svetly-obrazek1(1).jpg;1500.4;S037S;;ratanové stolky;výška 49 cm šířka 50 cm délka 90 cm odstín světlý med;0;0;0;Ratan;2 až 3 týdny;0;;
stolek DION - mořská tráva;Stolek DION s povrchem tvořeným výpletem z mořské trávy v přírodním odstínu do zelena. Konstrukce stolku je z mahagonového dřeva. Výplet z mořské trávy je originální exotický materiál přírodního odstínu. Stolek lze využít k sezení ( nosnost max. 80 kg ) i samostatně jako podstavec pro vaši květinovou výzdobu.;/nabytek_doplnky/nahledy/n006c-dion-stolek-velky-morska-trava-obrazek1(2).jpg;689.7;N006c;;ratanové stolky z mořské trávy, vodního hyacintu a banánového listu;délka 61 cm výška 57 cm šířka 46 cm odstín šedozelený;0;0;0;Mahagonové dřevo;2 až 3 týdny;0;;
obal na květináče - střední- vodní hyacint;Obal na květináče z výpletu listů vodního hyacintu v tmavě hnědém odstínu. Obal má oválný půdorys, jejich konstrukce je kovová. Misky na obrázku nejsou součástí obalu na květináče, jde o ilustraci využití obalu. Exotický doplněk lze využít i jako prádelní koš, či koš na odkládání vašich drobností.;/nabytek_doplnky/nahledy/gnb-2099-obal-na-kvetinac-vodni-hyacint-kov-obrazek1(5).jpg, /nabytek_doplnky/nahledy/gnb-2099-obal-na-kvetinac-vodni-hyacint-kov-obrazek1.jpg, /nabytek_doplnky/nahledy/gnb-2099-obal-na-kvetinac-vodni-hyacint-kov-obrazek2.jpg;229.9;GNB-2099b-o;;květináče z vodního hyacintu;výška 25 cm délka 50 cm šířka 34 cm odstín tmavě hnědý;0;0;0;Kov;2 až 3 týdny;0;;
prádelní koš - vodní hyacint;Prádelní koš z exotického materiálu je vhodný úložný prostor do vaší koupelny. Zadní strana prádelního koše je rovná, přední strana tvoří mírný oblouk. Konstrukce i nožičky prádelního koše jsou kovové. Celý povrch je tvořen výpletem z listů vodního hyacintu ve světlém přírodním odstínu. Vnitřek exotického prádelního koše je vyplněn bílou látkou. Kupte si exotický doplněk do vaší domácnosti.;/nabytek_doplnky/nahledy/gn0010lb-pradelnik-vodni-hyacint-kov-obrazek1.jpg, /nabytek_doplnky/nahledy/gn0010lb-pradelnik-vodni-hyacint-kov-obrazek2.jpg;653.4;GN0010LB;;koše a prádelní koše z vodního hyacintu a mořské trávy;výška 55,5 cm šířka 49,5 cm hloubka 31 cm odstín světlý - přírodní;0;0;0;Kov;2 až 3 týdny;0;;
prádelní koš - rohový - vodní hyacint;Rohový prádelní koš do vaší koupelny. Pokud máte volný prostor ve vaší koupelně či předsíni, neváhejte s nákupem tohoto exotického úložného prostoru. Konstrukce prádelního koše je kovová, odstín světlý. Prádelní koš s víkem má povrch vytvořený výpletem z listů vodního hyacintu ve světlém odstínu. Vnitřek prádelního koše je vyplněn bílou látkou.;/nabytek_doplnky/nahledy/gn0012lb-rohovy-pradelnik-vodni-hyacint-kov-obrazek3(1).jpg, /nabytek_doplnky/nahledy/gn0012lb-rohovy-pradelnik-vodni-hyacint-kov-obrazek2.jpg, /nabytek_doplnky/nahledy/gn0012lb-rohovy-pradelnik-vodni-hyacint-kov-obrazek1(1).jpg;580.8;GN0012LB;;koše a prádelní koše z vodního hyacintu a mořské trávy;výška 48 cm rozměry rovných stran 34 cm x 48 cm odstín světlý - přírodní;0;0;0;Kov;2 až 3 týdny;0;;
květináč - vodní hyacint;Exotický květináč v naší nabídce přírodních doplňků pro váš domov. Konstrukce květináče je kovová, půdorys kruhový. Květináč je mírně konického tvaru. Ke květináči náleží vnitřní zinková vložka. Cenově výhodnější je zakoupení celé sady 2 kusů květináčů - v nabídce, jako produkt související. Jednotlivě objednáte květináč vložením do nákupního košíku v sekci VARIANTY.;/nabytek_doplnky/nahledy/gn0122da-kvetinac-maly-tmavy-vodni-hyacint-kov-obrazek2(3).jpg, /nabytek_doplnky/nahledy/gn0122da-kvetinac-maly-tmavy-vodni-hyacint-kov-obrazek1(2).jpg, /nabytek_doplnky/nahledy/gn0122db-kvetinac-velky-tmavy-vodni-hyacint-kov-obrazek1(1).jpg, /nabytek_doplnky/nahledy/gn0122db-kvetinac-velky-tmavy-vodni-hyacint-kov-obrazek2(2).jpg;399.3;GN0122D;;květináče z vodního hyacintu;výška 40 cm, 33 cm průměr (vrchní) 40 cm, 33 cm průměr x výška výplně 33 cm x 23 cm / 26 cm x 21 cm odstín tmavě hnědý;0;0;0;Kov;2 až 3 týdny;0;;
květináč velký-vodní hyacint;Exotický květináč velký. Konstrukce květináče je kovová, plochy jsou vytvořeny velmi kvalitním ručním výpletem z listů vodního hyacintu. Ke květináči náleží vnitřní vložka vyrobená ze zinku. Půdorys květináče je kruhový.;/nabytek_doplnky/nahledy/gn0052bkb-kvetinac-stredni-vodni-hyacint-kov-obrazek1(2).jpg, /nabytek_doplnky/nahledy/gn0052bka-kvetinac-maly-vodni-hyacint-kov-obrazek1(1).jpg, /nabytek_doplnky/nahledy/gn0052bka-kvetinac-maly-vodni-hyacint-kov-obrazek2(1).jpg, /nabytek_doplnky/nahledy/gn0052bkb-kvetinac-stredni-vodni-hyacint-kov-obrazek2(3).jpg, /nabytek_doplnky/nahledy/gn0052bkc-kvetinac-velky-vodni-hyacint-kov-obrazek1(1).jpg, /nabytek_doplnky/nahledy/gn0052bkc-kvetinac-velky-vodni-hyacint-kov-obrazek2(2).jpg;605;GN0052BKc;;květináče z vodního hyacintu;výška 52 cm průměr (vrchní) 47 cm průměr x výška výplně 37 cm x 25 cm;0;0;0;Kov;2 až 3 týdny;0;;
květináč - vodní hyacint;Květináč z výpletu listů vodního hyacintu mořená do tmavého odstínu. Konstrukce květináčů je kovová, půdorys čtvercový. Vnitřek je vyplněn vložkou ze zinku. Květináče si můžete zakoupit velký (varianta c) a střední (varianta b).Květináče si objednáte vložením do nákupního košíku v sekci VARIANTY.;/nabytek_doplnky/nahledy/gn0042dc-kvetinac-velky-vodni-hyacint-kov-obrazek1(1).jpg, /nabytek_doplnky/nahledy/gn0042b-kvetinac-stredni-vodni-hyacint-kov-obrazek1.jpg, /nabytek_doplnky/nahledy/gn0042a-kvetinac-maly-vodni-hyacint-kov-obrazek2.jpg, /nabytek_doplnky/nahledy/gn0042b-kvetinac-stredni-vodni-hyacint-kov-obrazek2.jpg, /nabytek_doplnky/nahledy/gn0042dc-kvetinac-velky-vodni-hyacint-kov-obrazek2.jpg;484;GN0042D;;květináče z vodního hyacintu;výška 50 cm, 40 cm, 30 cm délka strany (vrchní) 50 cm, 38 cm, 27 cm ŠxDxV vnitřní výplně (malý) 18 cm x 18 cm x 19 cm ŠxDxV vnitřní výplně (střední) 27 cm x 27 cm x 20 xm ŠxDxV vnitřní výplně (velký) 37 cm x 37 cm x 22,5 cm odstín tmavě hnědý;0;0;0;Kov;2 až 3 týdny;0;;
květináč - vodní hyacint;Květináč z vodního hyacintu ve světlém přírodním odstínu. Konstrukce exotického květináče je kovová, obvodové plochy tvoří výplet z listů vodního hyacintu. Půdorys květináče je čtvercový. Květináč vám nabízíme ve třech variantách velikosti. Při koupi celé sady 3 květináčů, získáte výhodnější cenu /v nabídce - související produkt/ oproti nákupu jednotlivých kusů. Ke každému květináči náleží vitřní část vyrobená ze zinku. Vámi vybraný jednotlivý květináč si objednáte vložením do nákupního košíku v sekci VARIANTY.;/nabytek_doplnky/nahledy/gn00013dc-kvetinac-velky-vodni-hyacint-obrazek1(2).jpg, /nabytek_doplnky/nahledy/gn00013d-kvetinac-vodni-hyacint-sada-3-kusy-obrazek2.jpg, /nabytek_doplnky/nahledy/gn00013da-kvetinac-maly-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/gn00013db-kvetinac-stredni-vodni-hyacint-obrazek1.jpg, /nabytek_doplnky/nahledy/gn00013dc-kvetinac-velky-vodni-hyacint-obrazek1.jpg;229.9;GN0013D;;květináče z vodního hyacintu;výška 28,5 cm, 39 cm délka strany (vrchní) 29,5 cm, 39 cm ŠxDxV vnitřní výplně (menší) 22 cm x 22 cm x 19,5 cm ŠxDxV vnitřní výplně (větší) 30 cm x 30 cm x 22,5 cm odstín světlý - přírodní;0;0;0;Kov;2 až 3 týdny;0;;
ratanová sedací souprava JANEIRO - světlá;Ratanová sedací souprava JANEIRO ve velmi kvalitním provedení. Ratanovou sedací soupravu nabízíme ve složení dvou ratanových křesel, ratanové pohovky a ratanového stolku s vyplétanou deskou a úložným prostorem. Součástí ratanové sedací soupravy jsou pohodlné sedáky, které jsou zahrnuty v ceně, U ratanové sedací soupravy si můžete vybrat z více variant látek na kvalitních polstrech, které jsou pro nás vyráběny v České republice. U polstrů z látky KEPR je příplatek 250 Kč (11 EUR) na celou soupravu. Nákup ratanové sedací soupravy uskutečníte vstupem do sekce VARIANTY a následným vložením vámi vybraného polstrování do nákupního košíku.;/nabytek_doplnky/nahledy/s021s-janeiro-l28-ratanova-sedaci-souprava-svetla-obrazek1(3).jpg, /nabytek_doplnky/nahledy/s021s-janeiro-k178-ratanova-sedaci-souprava-svetla-obrazek(1).jpg, /nabytek_doplnky/nahledy/s021s-janeiro-k5-ratanova-sedaci-souprava-svetla-obrazek1.jpg, /nabytek_doplnky/nahledy/s021s-janeiro-l15-ratanova-sedaci-souprava-svetla-obrazek1(2).jpg, /nabytek_doplnky/nahledy/s021s-janeiro-l16-ratanova-sedaci-souprava-svetla-obrazek1(1).jpg, /nabytek_doplnky/nahledy/s021s-janeiro-l19-ratanova-sedaci-souprava-svetla-obrazek1(2).jpg, /nabytek_doplnky/nahledy/s021s-janeiro-l20-ratanova-sedaci-souprava-svetla-obrazek1(2).jpg, /nabytek_doplnky/nahledy/s021s-janeiro-l27-ratanova-sedaci-souprava-svetla-obrazek1(3).jpg, /nabytek_doplnky/nahledy/s021s-janeiro-l28-ratanova-sedaci-souprava-svetla-obrazek1(2).jpg;6279.9;S021S;;ratanové sedací soupravy;šířka křesla (vnější) 75 cm šířka pohovky (vnější) 128 cm výška sedu s polstrem 45 cm výška opěradla křesla i pohovky 80 cm maximální nosnost 110 kg výška stolku 50 cm průměr desky stolu 60 cm odstín světlý med;0;0;0;Ratan;2 až 3 týdny;0;;
sedák na TABURET;"Nabízíme vám náhradní sedák (polstr ) na námi prodávaný TABURET ( viz.sekce "" křesla. pohovky "" ) v různých barevných variantách. Vyměňte si váš starší sedák i na taburetech zakoupených u jiných prodejců. Polstry jsou vyráběny v České republice, lze je čistit v čistírnách. U látky typu KEPR je příplatek 35 Kč (2 EUR). Nákup polstru ve vámi požadovaném množství uskutečníte vstupem do sekce VARIANTY a následným vložením vámi vybraného polstrování do nákupního košíku. Sedák je jednodílný.";/nabytek_doplnky/nahledy/k007s-ratanovy-taburet-l19-svetly-obrazek1(1).jpg, /nabytek_doplnky/nahledy/k007s-ratanovy-taburet-l20-svetly-obrazek1(1).jpg, /nabytek_doplnky/nahledy/k007t-ratanovy-taburet-l27-tmavy-obrazek1(1).jpg, /nabytek_doplnky/nahledy/k007t-ratanovy-taburet-l28-tmavy-obrazek1(1).jpg, /nabytek_doplnky/nahledy/k007s-ratanovy-taburet-k101-svetly-obrazek1(1).jpg, /nabytek_doplnky/nahledy/k007t-ratanovy-taburet-k178-tmavy-obrazek1(1).jpg, /nabytek_doplnky/nahledy/k007s-ratanovy-taburet-l11-svetly-obrazek1(1).jpg, /nabytek_doplnky/nahledy/k007t-ratanovy-taburet-l15-tmavy-obrazek1(1).jpg, /nabytek_doplnky/nahledy/K007T-ratanovy-taburet-L17-tmavy-obrazek1-1.jpg;84.7;TAB-KR;;sedáky - polstry na ratanový nabytek;průměr 37 cm tloušťka 7 cm;0;0;0;;2 až 3 týdny;0;;
sedák na pohovku JANEIRO;Na základě vašich častých požadavků nabízíme samostatně barevné varianty polstrů - sedáků na pohovku JANEIRO, případně na jiné ratanové pohovky. Polstr je dvoudílný.Skládá se ze dvou samostatných částí - sedací a opěrné části. Vyměňte si vaše starší polstry i na ratanových pohovkách zakoupených u jiných prodejců. Polstry jsou vyráběny v České republice, lze je čistit v čistírnách. U látky typu KEPR je příplatek 130 Kč (6 EUR). Nákup polstru ve vámi požadovaném množství uskutečníte vstupem do sekce VARIANTY a následným vložením vámi vybraného polstrování do nákupního košíku.;/nabytek_doplnky/nahledy/S021Sc-JANEIRO-L11-ratanova-pohovka-svetla-obrazek1.jpg, /nabytek_doplnky/nahledy/s021sc-janeiro-l19-ratanova-pohovka-svetla-obrazek1(2).jpg, /nabytek_doplnky/nahledy/s021sc-janeiro-l27-ratanova-pohovka-svetla-obrazek1(2).jpg, /nabytek_doplnky/nahledy/s021sc-janeiro-l28-ratanova-pohovka-svetla-obrazek1(2).jpg, /nabytek_doplnky/nahledy/S021Sc-JANEIRO-L20-ratanova-pohovka-svetla-obrazek1.jpg, /nabytek_doplnky/nahledy/s021sc-janeiro-l15-ratanova-pohovka-svetla-obrazek1(1).jpg, /nabytek_doplnky/nahledy/s021sc-janeiro-k178-ratanova-pohovka-svetla-obrazek1(2).jpg, /nabytek_doplnky/nahledy/s021sc-janeiro-k101-ratanova-pohovka-svetla-obrazek1(1).jpg, /nabytek_doplnky/nahledy/s021sc-janeiro-k5-ratanova-pohovka-svetla-obrazek1.jpg;459.8;JAN-POH;;sedáky - polstry na ratanový nabytek;šířka sedáku 120 cm hloubka sedáku 55 cm šířka zádové opěrky 110 cm výška opěrky 50 cm tloušťka 10 cm;0;0;0;;2 až 3 týdny;0;;
sedák na křeslo JANEIRO - univerzální;Do nabídky jsme zařadili barevné varianty polstrů - sedáků na křesla JANEIRO, případně jiná ratanová křesla. Polstr je dvoudílný.Skládá se ze dvou samostatných částí - sedací a opěrné části. Vyměňte si vaše starší polstry i na ratanových soupravách zakoupených u jiných prodejců. Sedák je vhodný ke křeslům MONA, MAKITA i ANGELO, která jsou v naší nabídce. Polstry jsou vyráběny v České republice, lze je čistit v čistírnách. U látky typu KEPR je příplatek 50 Kč. Nákup polstru ve vámi požadovaném množství uskutečníte vstupem do sekce VARIANTY a následným vložením vámi vybraného polstrování do nákupního košíku.;/nabytek_doplnky/nahledy/s022sb-janeiro-k178-ratanove-kreslo-svetle-obrazek1.jpg, /nabytek_doplnky/nahledy/s022sb-janeiro-k101-ratanove-kreslo-svetle-obrazek1.jpg, /nabytek_doplnky/nahledy/s022tb-janeiro-l27-ratanove-kreslo-tmave-obrazek1.jpg, /nabytek_doplnky/nahledy/s022tb-janeiro-l28-ratanove-kreslo-tmave-obrazek1.jpg, /nabytek_doplnky/nahledy/s022tb-janeiro-l19-ratanove-kreslo-tmave-obrazek1(1).jpg, /nabytek_doplnky/nahledy/s022sb-janeiro-l20-ratanove-kreslo-svetle-obrazek1.jpg, /nabytek_doplnky/nahledy/s022tb-janeiro-l11-ratanove-kreslo-tmave-obrazek1.jpg, /nabytek_doplnky/nahledy/s022tb-janeiro-l15-ratanove-kreslo-tmave-obrazek1.jpg, /nabytek_doplnky/nahledy/S021Sb-JANEIRO-L17-ratanove-kreslo-svetle-obrazek1-1.jpg;314.6;JAN-KR;;sedáky - polstry na ratanový nabytek;šířka sedáku 52 cm hloubka sedáku 55 cm délka opěrky 50 cm výška opěrky 50 cm tloušťka 10 cm;0;0;0;;2 až 3 týdny;0;;
ratanový TABURET - tmavý;Ratanový taburet v tmavě hnědém odstínu skladem. Je vhodný k samostatnému sezení i jako doplněk pohodlnému křeslu PAPASAN. Polstr k ratanovému taburetu si můžete vybrat z několika druhů látek na kvalitních polstrech, které jsou pro nás vyráběny v České republice. U polstrů z látek zvaných KEPR je příplatek 30 Kč (1 EUR). Nákup ratanového taburetu uskutečníte vstupem do sekce VARIANTY a následným vložením vámi vybraného polstrování do nákupního košíku.;/nabytek_doplnky/nahledy/k007t-ratanovy-taburet-k5-tmavy-obrazek1.jpg, /nabytek_doplnky/nahledy/k007t-ratanovy-taburet-k101-tmavy-obrazek1.jpg, /nabytek_doplnky/nahledy/k007t-ratanovy-taburet-l19-tmavy-obrazek1.jpg, /nabytek_doplnky/nahledy/k007t-ratanovy-taburet-l20-tmavy-obrazek1.jpg, /nabytek_doplnky/nahledy/k007t-ratanovy-taburet-l27-tmavy-obrazek1.jpg, /nabytek_doplnky/nahledy/k007t-ratanovy-taburet-l28-tmavy-obrazek1.jpg, /nabytek_doplnky/nahledy/k007t-ratanovy-taburet-l11-tmavy-obrazek1.jpg, /nabytek_doplnky/nahledy/k007t-ratanovy-taburet-l15-tmavy-obrazek1.jpg, /nabytek_doplnky/nahledy/k007t-ratanovy-taburet-l16--tmavy-obrazek1.jpg, /nabytek_doplnky/nahledy/K007T-ratanovy-taburet-L17-tmavy-obrazek1.jpg, /nabytek_doplnky/nahledy/k007t-ratanovy-taburet-k178-tmavy-obrazek1(2).jpg;580.8;K007T;;ratanová křesla a ratanové pohovky;výška 35 cm průměr 40 cm odstín tmavý med;0;0;0;Ratan;2 až 3 týdny;0;;
ratanový TABURET - světlý;Ratanový taburet v odstínu světlý med.k samostatnému sezení i jako doplněk pohodlnému křeslu PAPASAN. Polstr k taburetu si můžete vybrat z několika druhů látek na kvalitních polstrech, které jsou pro nás vyráběny v České republice. U polstrů z látek zvaných KEPR je příplatek 30 Kč (1 EUR). Nákup ratanového taburetu uskutečníte vstupem do sekce VARIANTY a následným vložením vámi vybraného polstrování do nákupního košíku.;/nabytek_doplnky/nahledy/k007s-ratanovy-taburet-l20-svetly-obrazek1(3).jpg, /nabytek_doplnky/nahledy/k007s-ratanovy-taburet-k178-svetly-obrazek1(1).jpg, /nabytek_doplnky/nahledy/k007s-ratanovy-taburet-l11-svetly-obrazek1(2).jpg, /nabytek_doplnky/nahledy/k007s-ratanovy-taburet-l15-svetly-obrazek1(1).jpg, /nabytek_doplnky/nahledy/k007s-ratanovy-taburet-l19-svetly-obrazek1(2).jpg, /nabytek_doplnky/nahledy/k007s-ratanovy-taburet-l20-svetly-obrazek1(2).jpg, /nabytek_doplnky/nahledy/k007s-ratanovy-taburet-l27-svetly-obrazek1(1).jpg, /nabytek_doplnky/nahledy/k007s-ratanovy-taburet-l28-svetly-obrazek1(1).jpg, /nabytek_doplnky/nahledy/k007s-ratanovy-taburet-l16-svetly-obrazek1.jpg, /nabytek_doplnky/nahledy/k007s-ratanovy-taburet-k101-svetly-obrazek1(3).jpg;580.8;K007S;;ratanová křesla a ratanové pohovky;výška 35 cm průměr 40 cm odstín světlý med;0;0;0;Ratan;2 až 3 týdny;0;;
